As of:,30-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00111,InTrader,31417EBW0,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 40,250,030 "," 42,026,610 "," 40,719,748 "," (1,306,862)",  ," (1,306,862)", Agency MBS , Agency MBS ,,,2.5574%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052787," 40,007,097 "," (2,019,513.3)"," 42,026,610 ",2012,RMFX08M ,072,8/16/2013,2.55917,0.0255917, 0.026 ,104.41386,31417EBW000111HTM,#N/A,Agency MBS,Yes
00111,InTrader,31306YZH7,FGOLD 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 40,286,627 "," 42,037,215 "," 40,696,341 "," (1,340,874)",  ," (1,340,874)", Agency MBS , Agency MBS ,,,2.5724%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052701," 39,977,364 "," (2,059,851.1)"," 42,037,215 ",2012,RMFX08M ,070,8/16/2013,2.56877,0.0256877, 0.026 ,104.3453343,31306YZH700111HTM,#N/A,Agency MBS,Yes
00111,InTrader,31306YZH7,FGOLD 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 40,286,627 "," 42,037,215 "," 40,696,341 "," (1,340,874)",  ," (1,340,874)", Agency MBS , Agency MBS ,,,2.5724%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052702," 39,977,364 "," (2,059,851.1)"," 42,037,215 ",2012,RMFX08M ,070,8/16/2013,2.56877,0.0256877, 0.026 ,104.3453343,31306YZH700111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3137AUUF4,FHLMC_4119A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 40,887,396 "," 40,875,376 "," 40,670,570 "," (204,807)",  ," (204,807)", Agency MBS , Agency MBS ,,,0.5048%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0332043260," 40,875,376 ", -   ," 40,875,376 ",2012,MBFL09  ,089,10/19/2012,0.50472,0.0050472, 0.005 ,99.97060387,3137AUUF400111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137AUUF4,FHLMC_4119A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 40,887,396 "," 40,875,376 "," 40,670,570 "," (204,807)",  ," (204,807)", Agency MBS , Agency MBS ,,,0.5048%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0332043261," 40,875,376 ", -   ," 40,875,376 ",2012,MBFL09  ,089,10/19/2012,0.50472,0.0050472, 0.005 ,99.97060387,3137AUUF400111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137AUUF4,FHLMC_4119A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 40,887,396 "," 40,875,376 "," 40,670,570 "," (204,807)",  ," (204,807)", Agency MBS , Agency MBS ,,,0.5048%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0332043262," 40,875,376 ", -   ," 40,875,376 ",2012,MBFL09  ,089,10/19/2012,0.50472,0.0050472, 0.005 ,99.97060387,3137AUUF400111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3136A7GQ9,FNMA_12-70D,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 38,869,959 "," 41,414,863 "," 40,662,914 "," (751,949)",  ," (751,949)", Agency MBS , Agency MBS ,,,3.3336%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4B1,Treasury,0332052769," 40,002,504 "," (1,412,359.0)"," 41,414,863 ",2012,RMFX08M ,078,8/16/2013,3.33356,0.0333356, 0.033 ,106.5472253,3136A7GQ900111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3136A7GQ9,FNMA_12-70D,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 38,869,959 "," 41,414,863 "," 40,662,914 "," (751,949)",  ," (751,949)", Agency MBS , Agency MBS ,,,3.3336%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4B1,Treasury,0332052770," 40,002,504 "," (1,412,359.0)"," 41,414,863 ",2012,RMFX08M ,078,8/16/2013,3.33356,0.0333356, 0.033 ,106.5472253,3136A7GQ900111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3136A7GQ9,FNMA_12-70D,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 38,869,959 "," 41,414,863 "," 40,662,914 "," (751,949)",  ," (751,949)", Agency MBS , Agency MBS ,,,3.3336%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4B1,Treasury,0332052771," 40,002,504 "," (1,412,359.0)"," 41,414,863 ",2012,RMFX08M ,078,8/16/2013,3.33356,0.0333356, 0.033 ,106.5472253,3136A7GQ900111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3136A7GQ9,FNMA_12-70D,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 38,869,959 "," 41,414,863 "," 40,662,914 "," (751,949)",  ," (751,949)", Agency MBS , Agency MBS ,,,3.3336%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4B1,Treasury,0332052772," 40,002,504 "," (1,412,359.0)"," 41,414,863 ",2012,RMFX08M ,078,8/16/2013,3.33356,0.0333356, 0.033 ,106.5472253,3136A7GQ900111HTM,#N/A,Agency MBS,Yes
00111,InTrader,31306XQR7,FGOLD 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 40,182,920 "," 41,778,490 "," 40,591,580 "," (1,186,910)",  ," (1,186,910)", Agency MBS , Agency MBS ,,,2.5719%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052647," 39,881,444 "," (1,897,046.1)"," 41,778,490 ",2012,RMFX08M ,070,8/16/2013,2.56868,0.0256868, 0.026 ,103.9707684,31306XQR700111HTM,#N/A,Agency MBS,Yes
00111,InTrader,31306XQR7,FGOLD 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 40,182,920 "," 41,778,490 "," 40,591,580 "," (1,186,910)",  ," (1,186,910)", Agency MBS , Agency MBS ,,,2.5719%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052648," 39,881,444 "," (1,897,046.1)"," 41,778,490 ",2012,RMFX08M ,070,8/16/2013,2.56868,0.0256868, 0.026 ,103.9707684,31306XQR700111HTM,#N/A,Agency MBS,Yes
00111,InTrader,31294NR35,FGOLD 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 40,078,114 "," 41,610,656 "," 40,485,708 "," (1,124,947)",  ," (1,124,947)", Agency MBS , Agency MBS ,,,2.5721%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052693," 39,774,872 "," (1,835,783.3)"," 41,610,656 ",2012,RMFX08M ,070,8/16/2013,2.56852,0.0256852, 0.026 ,103.8238866,31294NR3500111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3137B8KT3,FHLMC 4319B,Agency MBS,Agency RMBS,United States,AFS," 49,533,612 "," 39,878,731 "," 40,024,857 "," 40,376,417 "," 351,560 "," 351,560 ",  , Agency MBS , Agency MBS ,,,1.2286%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0599001663," 40,024,857 ", -   ," 40,024,857 ",2014,rmfx09  ,089,3/4/2014,1.22857,0.0122857, 0.012 ,100.3664263,3137B8KT300111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3136ADA82,FNMA_13-44A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 40,222,236 "," 39,832,667 "," 40,346,160 "," 513,493 "," 513,493 ",  , Agency MBS , Agency MBS ,,,0.4413%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0332066364," 39,832,667 ", -   ," 39,832,667 ",2013,MBFL09  ,078,4/8/2014,0.44234,0.0044234, 0.004 ,99.03145925,3136ADA8200111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3138M8HS5,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 39,874,954 "," 41,216,321 "," 40,340,294 "," (876,027)",  ," (876,027)", Agency MBS , Agency MBS ,,,2.5613%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052704," 39,620,769 "," (1,595,551.9)"," 41,216,321 ",2012,RMFX08M ,072,8/16/2013,2.55832,0.0255832, 0.026 ,103.3639359,3138M8HS500111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3138M8HS5,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 39,874,954 "," 41,216,321 "," 40,340,294 "," (876,027)",  ," (876,027)", Agency MBS , Agency MBS ,,,2.5613%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052705," 39,620,769 "," (1,595,551.9)"," 41,216,321 ",2012,RMFX08M ,072,8/16/2013,2.55832,0.0255832, 0.026 ,103.3639359,3138M8HS500111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3138M8HS5,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 39,874,954 "," 41,216,321 "," 40,340,294 "," (876,027)",  ," (876,027)", Agency MBS , Agency MBS ,,,2.5613%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052706," 39,620,769 "," (1,595,551.9)"," 41,216,321 ",2012,RMFX08M ,072,8/16/2013,2.55832,0.0255832, 0.026 ,103.3639359,3138M8HS500111HTM,#N/A,Agency MBS,Yes
00111,InTrader,31417C2Z7,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 39,869,997 "," 41,359,384 "," 40,335,279 "," (1,024,105)",  ," (1,024,105)", Agency MBS , Agency MBS ,,,2.5610%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052727," 39,616,086 "," (1,743,298.3)"," 41,359,384 ",2012,RMFX08M ,072,8/16/2013,2.55794,0.0255794, 0.026 ,103.7356097,31417C2Z700111HTM,#N/A,Agency MBS,Yes
00111,InTrader,31417C2Z7,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 39,869,997 "," 41,359,384 "," 40,335,279 "," (1,024,105)",  ," (1,024,105)", Agency MBS , Agency MBS ,,,2.5610%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052728," 39,616,086 "," (1,743,298.3)"," 41,359,384 ",2012,RMFX08M ,072,8/16/2013,2.55794,0.0255794, 0.026 ,103.7356097,31417C2Z700111HTM,#N/A,Agency MBS,Yes
00111,InTrader,31417C2Z7,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 39,869,997 "," 41,359,384 "," 40,335,279 "," (1,024,105)",  ," (1,024,105)", Agency MBS , Agency MBS ,,,2.5610%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052729," 39,616,086 "," (1,743,298.3)"," 41,359,384 ",2012,RMFX08M ,072,8/16/2013,2.55794,0.0255794, 0.026 ,103.7356097,31417C2Z700111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3138M8HT3,FNMA 15YR,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 39,763,261 "," 40,826,449 "," 40,227,298 "," (599,152)",  ," (599,152)", Agency MBS , Agency MBS ,,,2.2598%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0332039098," 40,826,449 ", -   ," 40,826,449 ",2012,343-08  ,072,8/17/2012,2.25978,0.0225978, 0.023 ,102.6737971,3138M8HT300111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3138M8HT3,FNMA 15YR,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 39,763,261 "," 40,826,449 "," 40,227,298 "," (599,152)",  ," (599,152)", Agency MBS , Agency MBS ,,,2.2598%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0332039099," 40,826,449 ", -   ," 40,826,449 ",2012,343-08  ,072,8/17/2012,2.25978,0.0225978, 0.023 ,102.6737971,3138M8HT300111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3138WCFU2,FNMA 15YR,Agency MBS,Agency RMBS,United States,AFS," 39,112,650 "," 38,108,227 "," 40,249,985 "," 40,214,850 "," (35,136)",  ," (35,136)", Agency MBS , Agency MBS ,,,3.0271%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0332079938," 40,249,985 ", -   ," 40,249,985 ",2014,343-08  ,072,7/15/2014,3.02712,0.0302712, 0.030 ,105.6201995,3138WCFU200111AFS,#N/A,#N/A,Yes
00111,InTrader,38379AH94,GNMA_14-43E,Agency MBS,Agency RMBS,United States,AFS," 45,986,092 "," 38,525,003 "," 40,185,323 "," 40,080,642 "," (104,681)",  ," (104,681)", Agency MBS , Agency MBS ,,,3.2402%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1350000,1350100,2,4B1,Treasury,0811001644," 40,185,323 ", -   ," 40,185,323 ",2014,mbfl03  ,080,4/28/2014,3.24021,0.0324021, 0.032 ,104.309722,38379AH9400111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3136AHUV0,FNA 2014-M1,Agency Commercial MBS,Commercial MBS,United States,AFS," 40,000,000 "," 40,000,000 "," 40,345,376 "," 40,072,240 "," (273,136)",  ," (273,136)", Agency MBS , Agency MBS ,,,2.1055%,Due after one year through five years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4C1A,Treasury,0332060299," 40,345,376 ", -   ," 40,345,376 ",2014,cmbfx311,311,1/9/2014,2.10553,0.0210553, 0.021 ,100.863441,3136AHUV000111AFS,#N/A,CMBS,Yes
00111,InTrader,3137B5R39,FHLMC_4265B,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 39,754,735 "," 39,736,581 "," 40,050,868 "," 314,286 "," 314,286 ",  , Agency MBS , Agency MBS ,,,0.5554%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0332057744," 39,736,581 ", -   ," 39,736,581 ",2013,MBFL09  ,089,11/5/2013,0.55529,0.0055529, 0.006 ,99.95433641,3137B5R3900111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137B5JL8,FHMS K034,Agency Commercial MBS,Commercial MBS,United States,AFS," 40,000,000 "," 39,270,052 "," 39,989,192 "," 39,941,610 "," (47,582)",  ," (47,582)", Agency MBS , Agency MBS ,,,2.4278%,Due after five years through ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4C1A,Treasury,0332057047," 39,989,192 ", -   ," 39,989,192 ",2013,cmbfx311,311,11/6/2013,2.42778,0.0242778, 0.024 ,101.8312668,3137B5JL800111AFS,#N/A,CMBS,Yes
00111,InTrader,38378WNN9,GNMA_13-113J,Agency MBS,Agency RMBS,United States,AFS," 43,444,108 "," 39,929,185 "," 39,959,490 "," 39,885,782 "," (73,708)",  ," (73,708)", Agency MBS , Agency MBS ,,,0.4494%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1350000,1350100,2,4B1,Treasury,0332063402," 39,959,490 ", -   ," 39,959,490 ",2013,MBFL03  ,080,2/25/2014,0.44939,0.0044939, 0.004 ,100.0758966,38378WNN900111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137B4WU6,FHMS KGRP,Agency Commercial MBS,Commercial MBS,United States,AFS," 40,000,000 "," 39,822,123 "," 39,822,123 "," 39,869,073 "," 46,950 "," 46,950 ",  , Agency MBS , Agency MBS ,,,0.5360%,Due after five years through ten years,NA,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4C1A,Treasury,0332056424," 39,822,123 ", -   ," 39,822,123 ",2013,cmbfx311,311,10/17/2013,0.536,0.00536, 0.005 ,100,3137B4WU600111AFS,#N/A,CMBS,Yes
00111,InTrader,3138LUQX6,FN 10/1 12M Libor ARM,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 38,955,414 "," 39,799,585 "," 39,762,960 "," (36,625)",  ," (36,625)", Agency MBS , Agency MBS ,,,2.6364%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0599000857," 39,799,585 ", -   ," 39,799,585 ",2012,hyar08  ,074,3/1/2012,2.63635,0.0263635, 0.026 ,102.1670174,3138LUQX600111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3138M2C87,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 38,457,037 "," 40,505,991 "," 39,746,116 "," (759,874)",  ," (759,874)", Agency MBS , Agency MBS ,,,2.5059%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332047651," 40,505,991 ", -   ," 40,505,991 ",2012,RMFX08M ,072,4/2/2013,2.50589,0.0250589, 0.025 ,105.3279046,3138M2C8700111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3138M2C87,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 38,457,037 "," 40,505,991 "," 39,746,116 "," (759,874)",  ," (759,874)", Agency MBS , Agency MBS ,,,2.5059%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332047652," 40,505,991 ", -   ," 40,505,991 ",2012,RMFX08M ,072,4/2/2013,2.50589,0.0250589, 0.025 ,105.3279046,3138M2C8700111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3138M2C87,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 38,457,037 "," 40,505,991 "," 39,746,116 "," (759,874)",  ," (759,874)", Agency MBS , Agency MBS ,,,2.5059%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332047653," 40,505,991 ", -   ," 40,505,991 ",2012,RMFX08M ,072,4/2/2013,2.50589,0.0250589, 0.025 ,105.3279046,3138M2C8700111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3136A6UJ1,FNMA_12-63D,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 39,543,370 "," 39,584,906 "," 39,738,872 "," 153,966 "," 153,966 ",  , Agency MBS , Agency MBS ,,,0.5498%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0332054243," 39,584,906 ", -   ," 39,584,906 ",2012,MBFL09  ,078,9/10/2013,0.54977,0.0054977, 0.005 ,100.105041,3136A6UJ100111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3128MDGY3,FGOLD 15YR GIANT,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 38,553,106 "," 40,617,593 "," 39,726,663 "," (890,930)",  ," (890,930)", Agency MBS , Agency MBS ,,,2.5088%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0332039109," 40,617,593 ", -   ," 40,617,593 ",2012,343-08  ,070,8/29/2012,2.50882,0.0250882, 0.025 ,105.3549172,3128MDGY300111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3128MDGY3,FGOLD 15YR GIANT,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 38,553,106 "," 40,617,593 "," 39,726,663 "," (890,930)",  ," (890,930)", Agency MBS , Agency MBS ,,,2.5088%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0332039110," 40,617,593 ", -   ," 40,617,593 ",2012,343-08  ,070,8/29/2012,2.50882,0.0250882, 0.025 ,105.3549172,3128MDGY300111AFS,#N/A,Agency MBS,Yes
00111,InTrader,31417C2Y0,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 39,267,304 "," 40,745,009 "," 39,725,553 "," (1,019,456)",  ," (1,019,456)", Agency MBS , Agency MBS ,,,2.5610%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052732," 39,017,231 "," (1,727,778.1)"," 40,745,009 ",2012,RMFX08M ,072,8/16/2013,2.55794,0.0255794, 0.026 ,103.7631956,31417C2Y000111HTM,#N/A,Agency MBS,Yes
00111,InTrader,31417C2Y0,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 39,267,304 "," 40,745,009 "," 39,725,553 "," (1,019,456)",  ," (1,019,456)", Agency MBS , Agency MBS ,,,2.5610%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052731," 39,017,231 "," (1,727,778.1)"," 40,745,009 ",2012,RMFX08M ,072,8/16/2013,2.55794,0.0255794, 0.026 ,103.7631956,31417C2Y000111HTM,#N/A,Agency MBS,Yes
00111,InTrader,31294NTG4,FGOLD 15YR,Agency MBS,Agency RMBS,United States,HTM," 47,776,366 "," 39,238,048 "," 40,912,799 "," 39,709,689 "," (1,203,110)",  ," (1,203,110)", Agency MBS , Agency MBS ,,,2.5713%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052725," 38,941,600 "," (1,971,199.5)"," 40,912,799 ",2012,RMFX08M ,070,8/16/2013,2.56768,0.0256768, 0.026 ,104.2681819,31294NTG400111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3137B8LF2,FHLMC 43 19E,Agency MBS,Agency RMBS,United States,AFS," 42,328,875 "," 39,512,152 "," 39,512,152 "," 39,704,892 "," 192,740 "," 192,740 ",  , Agency MBS , Agency MBS ,,,0.5936%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0599001662," 39,512,152 ", -   ," 39,512,152 ",2014,mbfl09  ,089,3/11/2014,0.5936,0.005936, 0.006 ,100,3137B8LF200111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137ARTL0,FHLMC_4081,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 39,333,739 "," 39,368,229 "," 39,676,650 "," 308,421 "," 308,421 ",  , Agency MBS , Agency MBS ,,,0.6502%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0332038323," 39,368,229 ", -   ," 39,368,229 ",2012,MBFL09  ,089,8/9/2012,0.65015,0.0065015, 0.007 ,100.0876873,3137ARTL000111AFS,#N/A,Agency MBS,Yes
00111,InTrader,31418AQY7,FNMA 10YR,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 38,620,397 "," 40,079,690 "," 39,590,541 "," (489,148)",  ," (489,148)", Agency MBS , Agency MBS ,,,2.0116%,Due after five years through ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0332046859," 40,079,690 ", -   ," 40,079,690 ",2013,343-08  ,072,2/26/2013,2.01161,0.0201161, 0.020 ,103.7785542,31418AQY700111AFS,#N/A,Agency MBS,Yes
00111,InTrader,31418AQY7,FNMA 10YR,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 38,620,397 "," 40,079,690 "," 39,590,541 "," (489,148)",  ," (489,148)", Agency MBS , Agency MBS ,,,2.0116%,Due after five years through ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0332046860," 40,079,690 ", -   ," 40,079,690 ",2013,343-08  ,072,2/26/2013,2.01161,0.0201161, 0.020 ,103.7785542,31418AQY700111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3138M2C61,FNMA 15YR,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 38,259,901 "," 40,328,651 "," 39,541,990 "," (786,661)",  ," (786,661)", Agency MBS , Agency MBS ,,,2.5042%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0332037374," 40,328,651 ", -   ," 40,328,651 ",2012,343-08  ,072,7/10/2012,2.50417,0.0250417, 0.025 ,105.407097,3138M2C6100111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3138M2C61,FNMA 15YR,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 38,259,901 "," 40,328,651 "," 39,541,990 "," (786,661)",  ," (786,661)", Agency MBS , Agency MBS ,,,2.5042%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0332037375," 40,328,651 ", -   ," 40,328,651 ",2012,343-08  ,072,7/10/2012,2.50417,0.0250417, 0.025 ,105.407097,3138M2C6100111AFS,#N/A,Agency MBS,Yes
00111,InTrader,31417CRZ0,FNMA 15YR,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 39,081,294 "," 39,663,049 "," 39,537,373 "," (125,676)",  ," (125,676)", Agency MBS , Agency MBS ,,,2.5585%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1212007,,2,4A2,Treasury,0332052664," 38,843,826 "," (819,222.4)"," 39,663,049 ",2012,RMFX08M ,072,8/16/2013,2.55558,0.0255558, 0.026 ,101.4885759,31417CRZ000111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3136ADY60,FNMA_13-43F,Agency MBS,Agency RMBS,United States,AFS," 48,181,455 "," 39,628,985 "," 39,628,985 "," 39,508,592 "," (120,393)",  ," (120,393)", Agency MBS , Agency MBS ,,,0.4845%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0332048355," 39,628,985 ", -   ," 39,628,985 ",2013,MBFL09  ,078,4/12/2013,0.4845,0.004845, 0.005 ,100,3136ADY6000111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137ASP40,FHLMC_4088D,Agency MBS,Agency RMBS,United States,HTM," 45,000,000 "," 38,864,049 "," 39,601,675 "," 39,504,101 "," (97,574)",  ," (97,574)", Agency MBS , Agency MBS ,,,2.8578%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1212009,,2,4B1,Treasury,0332082887," 39,601,675 ", -   ," 39,601,675 ",2012,CMOFX09M,089,8/22/2014,2.85783,0.0285783, 0.029 ,101.8979645,3137ASP4000111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3138M2C79,FNMA 15YR,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 38,219,555 "," 40,192,490 "," 39,500,674 "," (691,816)",  ," (691,816)", Agency MBS , Agency MBS ,,,2.5260%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0332037329," 40,192,490 ", -   ," 40,192,490 ",2012,343-08  ,072,7/10/2012,2.52601,0.0252601, 0.025 ,105.1621108,3138M2C7900111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3138M2C79,FNMA 15YR,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 38,219,555 "," 40,192,490 "," 39,500,674 "," (691,816)",  ," (691,816)", Agency MBS , Agency MBS ,,,2.5260%,Due after ten years,> 12 months,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0332037330," 40,192,490 ", -   ," 40,192,490 ",2012,343-08  ,072,7/10/2012,2.52601,0.0252601, 0.025 ,105.1621108,3138M2C7900111AFS,#N/A,Agency MBS,Yes
