Scenario,CUSIP,ISIN,Moody's Asset Type,Intention,Current Face (000$),Book Price,Previously Impaired,Tranche Projected Principal Loss %,Moody's Yield (%),Moody's Stressed Book Price,Moody's OTTI (%),Moody's OTTI for 99-20 (000$),imp,Moody's OTTI for non 99-20 ($000),Modified Duration,Effective Duration,Convexity,WAL (Principal),WAL,DM/Yield,Cumulative Lifetime Pool Loss %,Projected Pool Loss %,Projected Pool Defaulted %,Cumulative Lifetime Tranche Loss %,Cumulative Lifetime Tranche Loss $,Tranche Projected Principal Loss $,Country,Credit Model
Fed Base,07386HDD0,US07386HDD08,MBS - Alt-A,AFS,674.38114,100,No,0,,,0,0,0,0,6.032436968,6.166524341,0.617169885,7.439408456,7.121909884,1.854491858,0.004267004,0.050919085,0.290085099,0,0,0,UNITED STATES,MPA
Fed Base,939336D42,0,MBS - Alt-A,AFS,630.96522,100,No,0,,,0,0,0,0,3.288980582,3.344654124,0.312111341,3.672778572,4.078094003,3.385458842,0.003041813,0.006726032,0.725289275,0,0,0,UNITED STATES,MPA
Fed Base,05949CBW5,0,MBS - Prime Jumbo,AFS,6309.36332,85.401,Yes,0.042188,6.72570569,84.63486095,0.00766139,48.3384962,48.3384962,0,5.821665624,6.00535297,0.605942733,7.891950993,7.842579984,3.649496692,0.048695603,0.085336966,0.300325388,0.007196178,266.1794197,266.1794197,UNITED STATES,MPA
Fed Base,362341RT8,US362341RT83,MBS - First Mortgage,AFS,15493.59281,100,No,0,,,0,0,0,0,6.416777769,6.592212808,0.662211632,8.404518773,7.695278308,2.794182934,0.001370201,0.001456793,0.062067543,0,0,0,UNITED STATES,MPA
Fed Base,22541NEF2,0,MBS - First Mortgage,AFS,626.5205,100,No,0,,,0,0,0,0,4.942570385,5.0427764,0.434413132,5.715564828,5.550175942,1.523012416,0.002883194,0.1336364,0.276421823,0,0,0,UNITED STATES,MPA
Fed Base,007036BN5,0,MBS - Alt-A,AFS,597.19435,97.951,Yes,0,4.841444963,97.56580107,0.003851989,2.300386246,2.300386246,0,5.42550666,5.556301822,0.463845034,6.547799639,6.345899234,2.26686677,0.017781554,0.001960997,0.045733585,0,0,0,UNITED STATES,MPA
Fed Base,576433EQ5,0,MBS - Alt-A,AFS,517.90884,100,No,0,,,0,0,0,0,5.027231526,5.141215149,0.441741994,5.995964871,5.977510143,1.995059885,0.001437226,0.003388339,0.128570967,0,0,0,UNITED STATES,MPA
Fed Base,22541QUR1,0,MBS - Prime Jumbo,AFS,599.39185,83.311,Yes,0,7.03994087,82.90918949,0.004018105,2.408419449,2.408419449,0,4.424562027,4.575427892,0.322147955,5.552046393,5.229252555,4.500468215,0.010779643,0.068560187,0.175142263,0,0,0,UNITED STATES,MPA
Fed Base,576433LK0,0,MBS - Alt-A,AFS,455.93413,100,No,0,,,0,0,0,0,5.346971575,5.46415916,0.506910875,6.426223404,6.422180527,1.750309016,0.006275642,0.057012267,0.191159844,0,0,0,UNITED STATES,MPA
Fed Base,07386HFE6,0,MBS - Alt-A,AFS,414.61725,100,No,0,,,0,0,0,0,5.523930854,5.614152439,0.602152744,6.483293785,6.72509418,0.683891973,0.018101761,0.057089462,0.495439648,0,0,0,UNITED STATES,MPA
Fed Base,07386HDF5,0,MBS - Alt-A,AFS,336.85638,100,No,0,,,0,0,0,0,5.930083581,6.057784722,0.601401211,7.278044943,7.121909884,1.599309668,0.004267004,0.050919085,0.290085099,0,0,0,UNITED STATES,MPA
Fed Base,576433HF6,0,MBS - Alt-A,AFS,325.99784,100,No,0,,,0,0,0,0,5.171093235,5.285334489,0.466623823,6.191934879,6.152633638,1.70414906,1.03E-05,0.000723639,0.042511602,0,0,0,UNITED STATES,MPA
Fed Base,07386HDZ1,0,MBS - Alt-A,AFS,257.26375,100,No,0,,,0,0,0,0,5.529459204,5.648298544,0.544423861,6.638734466,6.604724228,1.788737327,0.004915476,0.076000848,0.366262846,0,0,0,UNITED STATES,MPA
Fed Base,45660LDD8,US45660LDD82,MBS - Alt-A,AFS,232.09338,99.025,Yes,0,5.306819795,99.04916458,0,0,0,0,0.333703244,0.342679395,0.003125215,0.345772834,0.343920861,5.319714397,0.024241911,0.079209762,0.346741999,0,0,0,UNITED STATES,MPA
Fed Base,05949CMS2,0,MBS - First Mortgage,AFS,14912.19115,81.488,Yes,0.042359,7.229204808,80.80493689,0.006830631,101.8596766,101.8596766,0,6.5753693,6.807887345,0.730987122,9.58142253,9.097162649,4.275643751,0.078812622,0.042359017,0.185413944,0.02838154,1419.076996,631.6655049,UNITED STATES,MPA
Fed Base,576433MW3,0,MBS - Alt-A,AFS,131.78787,78.556,Yes,0,7.576932728,78.3802603,0.001757397,0.231603607,0.231603607,0,6.10414269,6.334278342,0.629662347,9.00758009,8.450184429,4.580218871,0.00292977,0.005563274,0.089996084,0,0,0,UNITED STATES,MPA
Fed Base,86359BEF4,0,MBS - Alt-A,AFS,459.9403,100,Yes,0,5.020243127,99.51381443,0.004861856,2.236163369,2.236163369,0,6.022883278,6.17162953,0.573100758,7.518097704,7.166695565,2.083506864,0.003769901,0.002704562,0.023953461,0,0,0,UNITED STATES,MPA
Fed Base,576433QX7,0,MBS - Alt-A,HTM,5043.72536,104.0986,No,0,,,0,0,0,0,5.398072131,5.485302202,0.511647289,6.149126827,6.163252129,0.608165944,0.002956373,0.023859851,0.22029204,0,0,0,UNITED STATES,MPA
Fed Base,86359BYC9,0,MBS - Alt-A,AFS,35828.34874,89.203,Yes,0,6.793072667,88.69991335,0.005030867,180.2476394,180.2476394,0,5.095672766,5.265920291,0.465100914,6.816079536,6.712243371,3.886122461,0.019111254,0.026591649,0.151852848,0,0,0,UNITED STATES,MPA
Fed Base,45660LF53,US45660LF533,MBS - Alt-A,AFS,32539.83221,63.171,Yes,0.0153306,11.40453504,62.58533927,0.005856607,190.5730189,190.5730189,0,6.205110409,6.554282876,0.656924618,11.13033949,10.07075978,8.238945841,0.10426084,0.014950111,0.10786604,0.021538611,3082.640472,498.8551517,UNITED STATES,MPA
Fed Base,61748HCE9,0,MBS - Alt-A,AFS,13035.1949,98.779,Yes,0,5.058299441,98.13589683,0.006431032,83.82975162,83.82975162,0,6.832963851,7.002512917,0.752932688,8.874388126,8.39046252,2.097709198,0.0271728,0.040791529,0.146256906,0,0,0,UNITED STATES,MPA
Fed Base,12667FZ81,0,MBS - Alt-A,AFS,10158.47701,56.267,Yes,0,17.24135861,55.75991279,0.005070872,51.51233765,51.51233765,0,3.5816709,3.880070111,0.275672433,7.749884551,7.489656708,13.98553205,0.071765274,0.118567872,0.37072724,0,0,0,UNITED STATES,MPA
Fed Base,41161PFU2,0,MBS - Alt-A,AFS,5142.15511,94.983,Yes,0,5.722258039,94.40722733,0.005757727,29.60712377,29.60712377,0,6.263672167,6.439843392,0.656142596,8.306873731,7.937732851,2.65737881,0.019315079,0.017042123,0.104935263,0,0,0,UNITED STATES,MPA
Fed Base,86359AT78,0,MBS - Alt-A,HTM,4460.70371,96.8175,Yes,0,5.391272141,96.39137097,0.00426129,19.00835345,19.00835345,0,5.421832995,5.565780757,0.516458281,6.877406692,6.750437915,2.475365186,0.006244691,0.016368573,0.18325051,0,0,0,UNITED STATES,MPA
Fed Base,86359AXL2,0,MBS - Alt-A,AFS,643.64333,100,No,0,,,0,0,0,0,4.747298905,4.857879244,0.414022783,5.696250676,5.720748678,4.658663419,0.001923283,0.061171538,0.184183679,0,0,0,UNITED STATES,MPA
Fed Base,05950PAD5,US05950PAD50,MBS - Alt-A,AFS,12723.34055,60.298,Yes,0.0781557,12.19714409,59.66725168,0.006307483,80.25225677,80.25225677,0,4.876750776,5.162478717,0.466879108,9.041491431,8.768653971,8.83567852,0.108012038,0.078155709,0.281609394,0.058196285,2909.814264,994.401587,UNITED STATES,MPA
Fed Base,45660NYL3,0,MBS - Alt-A,AFS,379.7622,93.63,Yes,0,5.667156043,92.94967333,0.006803267,2.583623529,2.583623529,0,7.57571821,7.786733735,0.900472524,10.33580811,9.5415307,2.585205734,0.004697459,0.010422164,0.135105348,0,0,0,UNITED STATES,MPA
Fed Base,86358RKU0,0,MBS - First Mortgage,AFS,121.66606,100,No,0,,,0,0,0,0,4.786953058,4.889094425,0.400129058,5.572687735,5.58177566,4.230019464,0.002334206,0.000634787,0.199462642,0,0,0,UNITED STATES,MPA
Fed Base,86359BNX5,0,MBS - Alt-A,HTM,1272.60901,100,No,0,,,0,0,0,0,6.304667586,6.456184147,0.664643333,8.00832353,7.718905148,2.004874949,0.003379067,0.023844921,0.15130142,0,0,0,UNITED STATES,MPA
Fed Base,576433LE4,0,MBS - Alt-A,HTM,2851.29112,100,No,0,,,0,0,0,0,5.348986577,5.462703061,0.477004195,6.344431126,6.24243375,1.686886777,0.005595681,0.001184455,0.101668597,0,0,0,UNITED STATES,MPA
Fed Base,86359ABW2,0,MBS - Alt-A,AFS,939.74446,100,No,0.0000002,,,2.00E-07,0,0.0000002,0.000187949,5.766563739,5.905851622,0.533611946,7.095790657,6.827810732,2.164994888,0.00623013,0.001265281,0.024437601,3.46E-09,0.000187949,0.000187949,UNITED STATES,MPA
Fed Base,760985ZH7,0,MBS - Subprime,HTM,3215.68689,100,No,0,,,0,0,0,0,9.650376027,9.911601017,1.200138959,14.00521902,11.0436357,5.413778461,0.043231327,0.07527003,0.240924816,0,0,0,UNITED STATES,MPA
Fed Base,760985V65,0,MBS - Subprime,AFS,4536.90996,100,No,0,,,0,0,0,0,9.789492373,10.04932808,1.237089449,14.21758988,11.20760349,5.30846129,0.060288314,0.104774513,0.276634883,0,0,0,UNITED STATES,MPA
Fed Base,2254585V6,0,MBS - Alt-A,AFS,25149.84772,41.598,Yes,0.0451341,22.16251105,42.09243329,0,0,0,0,3.227727296,3.567354335,0.213223996,7.222537984,6.985356491,18.07707467,0.015540277,0.043626928,0.106570104,0.016510774,1135.115742,1135.115742,UNITED STATES,MPA
Fed Base,52521DAC6,US52521DAC65,MBS - Alt-A,AFS,25893.27931,36.238,Yes,0.7635182,11.14296061,35.45714639,0.007808536,202.1886062,202.1886062,0,4.121721539,4.34035721,0.347076495,2.298533485,6.841338346,7.850763723,0.044672584,0.114618333,0.320816876,0.3922123,19897.39877,19769.99001,UNITED STATES,MPA
Fed Base,02147XAP2,0,MBS - Alt-A,AFS,12583.66268,54.984,Yes,0.3429785,11.08907596,54.46015624,0.005238438,65.91873173,65.91873173,0,4.533190479,4.757859516,0.393796292,5.268426081,6.817338096,7.273876863,0.02609305,0.081715472,0.249730833,0.15960573,5436.88938,4315.92575,UNITED STATES,MPA
Fed Base,3623414A4,US3623414A44,MBS - First Mortgage,AFS,10918.70614,72.284,Yes,0.0365551,9.2066903,71.64934121,0.006346588,69.29652827,69.29652827,0,6.133754014,6.411699423,0.650598325,9.893593741,9.210766933,6.154471273,0.081817267,0.036384151,0.161535825,0.02128377,744.9319491,399.1343948,UNITED STATES,MPA
Fed Base,05953YBM2,US05953YBM21,MBS - Alt-A,AFS,11316.2568,61.827,Yes,0.2556579,7.493911511,61.1666579,0.006603421,74.72600779,74.72600779,0,5.298781383,5.467850299,0.541171035,7.167836466,7.102187791,3.648437206,0.028269006,0.086808775,0.217866097,0.190984542,5531.007844,2893.090449,UNITED STATES,MPA
Fed Base,02152AAS8,US02152AAS87,MBS - Alt-A,AFS,10356.86091,60.243,Yes,0.2074134,10.77682899,59.83325978,0.004097402,42.43622468,42.43622468,0,4.549949644,4.770103079,0.402115194,6.193120598,6.852341007,7.029630849,0.027712147,0.079798062,0.232114241,0.152553359,3813.833938,2148.151735,UNITED STATES,MPA
Fed Base,02147PAD6,US02147PAD69,MBS - Alt-A,AFS,14034.09129,53.092,Yes,0.2774913,13.22191519,52.48490329,0.006070967,85.2005065,85.2005065,0,2.902445618,3.073666183,0.163881523,3.994790087,4.03370941,9.674777631,0.035293938,0.124960641,0.402554429,0.182690827,7206.337044,3894.338236,UNITED STATES,MPA
Fed Base,17310UAB8,US17310UAB89,MBS - Alt-A,AFS,22992.70477,60.858,Yes,0.0957628,8.868028735,60.36711631,0.004908837,112.8674376,112.8674376,0,6.239478821,6.505450125,0.710668292,10.02370979,9.803445787,5.535041406,0.260365503,0.120806536,0.359264551,0.056457584,2201.845788,2201.845788,UNITED STATES,MPA
Fed Base,06050AAG8,US06050AAG85,MBS - Alt-A,AFS,13575.62421,49.999,Yes,0.3322545,8.672597878,49.29248568,0.007065143,95.91372907,95.91372907,0,5.687453663,5.894537674,0.734978348,10.03205779,9.825903442,4.351376891,0.100236897,0.248183944,0.557788452,0.223455271,6836.614038,4510.562234,UNITED STATES,MPA
Fed Base,05530PAP7,US05530PAP71,MBS - Alt-A,AFS,10394.57815,46.482,Yes,0.0060491,16.13202926,45.77692128,0.007050787,73.28995857,73.28995857,0,4.839715079,5.218222894,0.425898294,9.915237732,9.594425068,12.65119764,0.248230439,0.078383932,0.273991264,0.014808377,368.7190827,62.87784269,UNITED STATES,MPA
Fed Base,126670JP4,US126670JP46,MBS - Alt-A,AFS,11663.82962,64.849,Yes,0.101898,9.863818276,64.24731843,0.006016816,70.17911318,70.17911318,0,5.616420068,5.878278861,0.580471257,9.132503484,8.750969263,6.031020945,0.162200575,0.116503314,0.337227515,0.043962192,1888.176157,1188.520911,UNITED STATES,MPA
Fed Base,07401EAC3,0,MBS - Prime Jumbo,AFS,37037.7743,55.85,Yes,0.1022148,12.36560245,55.17598739,0.006740126,249.6392692,249.6392692,0,5.379620807,5.697468955,0.520543983,9.779540332,9.181586063,8.895147238,0.208065173,0.10221484,0.27224575,0.126322776,12632.27759,3785.808693,UNITED STATES,MPA
Fed Base,525221CZ8,US525221CZ89,MBS - Alt-A,AFS,25488.31064,52.717,Yes,0.1875183,11.12725292,52.45869544,0.002583046,65.83746865,65.83746865,0,5.726263097,6.04239649,0.587659697,10.37384409,9.517826813,7.958746022,0.220063528,0.175318793,0.367860564,0.042329268,4779.524681,4779.524681,UNITED STATES,MPA
Fed Base,86362HAA1,US86362HAA14,MBS - Alt-A,AFS,13112.10432,51.773,Yes,0.0109644,14.84040545,51.02947824,0.007435218,97.49134881,97.49134881,0,4.585748053,4.918745621,0.378945535,8.346362837,8.263798115,11.5091399,0.221220018,0.057384115,0.206878902,0.003594159,143.7663566,143.7663566,UNITED STATES,MPA
Fed Base,05949CPG5,0,MBS - First Mortgage,AFS,11695.138,80.508,Yes,0.0783742,6.881000274,79.76994819,0.007380518,86.31617769,86.31617769,0,6.732874242,6.958587753,0.7597158,9.641062329,9.127443603,3.896485046,0.120216282,0.078374183,0.212989621,0.07385652,2954.260805,916.5970846,UNITED STATES,MPA
Fed Base,17307G3F3,0,MBS - Prime Jumbo,AFS,11548.96956,69.539,Yes,0.0336641,10.01316307,68.85979429,0.006792057,78.4412607,78.4412607,0,6.732628172,7.067055391,0.747915768,11.55917718,10.26332812,6.86906768,0.12234572,0.03366411,0.121085913,0.058138747,2325.549876,388.7856662,UNITED STATES,MPA
Fed Base,02660TFG3,US02660TFG31,MBS - Alt-A,AFS,10544.76204,77.9692,Yes,0,8.292538527,77.54103298,0.00428167,45.14919339,45.14919339,0,5.310682215,5.527436711,0.474518564,7.422033995,7.191755224,5.450882148,0.082116922,0.046562737,0.168430071,0,0,0,UNITED STATES,MPA
Fed Base,055294AA0,0,MBS - Alt-A,AFS,11227.45452,56.726,Yes,0.1001929,11.87073339,56.09852839,0.006274716,70.44908964,70.44908964,0,4.669324037,4.931303339,0.428378537,7.858302143,7.985213317,8.415017333,0.225231426,0.144579126,0.376209327,0.081200694,3248.027757,1124.911228,UNITED STATES,MPA
Fed Base,466285AA1,US466285AA15,MBS - Alt-A,AFS,10708.5156,55.373,Yes,0.2228834,10.59220727,54.76151815,0.006114818,65.4806293,65.4806293,0,4.792167116,5.040380751,0.472060173,8.261364484,8.318384139,7.391655263,0.226659356,0.177657372,0.473488789,0.087153788,3050.382558,2386.750366,UNITED STATES,MPA
Fed Base,65537EAA2,US65537EAA29,MBS - Alt-A,AFS,11392.28999,53.315,Yes,0.1162075,11.97525671,52.72157674,0.005934233,67.60449865,67.60449865,0,4.865901973,5.151627278,0.46840334,8.830223552,8.754651196,8.73152175,0.315163389,0.169690104,0.447453135,0.098460176,4430.70789,1323.869539,UNITED STATES,MPA
Fed Base,86362TAA5,US86362TAA51,MBS - Alt-A,AFS,11298.52624,56.01,Yes,0.0943026,11.49842651,55.3809618,0.006290382,71.07204609,71.07204609,0,5.006996201,5.289184283,0.470234251,8.536253427,8.497141842,8.299900685,0.3082589,0.13425858,0.38770877,0.113990335,5129.565064,1065.480401,UNITED STATES,MPA
Fed Base,05530MAA7,US05530MAA71,MBS - Alt-A,AFS,9827.78794,54.13,Yes,0.0790862,12.03955457,53.52270401,0.00607296,59.68376207,59.68376207,0,5.115482739,5.407824222,0.505859971,9.163228297,9.11486567,8.53176469,0.274445259,0.126146789,0.3796553,0.092777642,2801.328138,777.2424026,UNITED STATES,MPA
Fed Base,55028CAA3,US55028CAA36,MBS - Option ARM,AFS,7568.62008,56.194,Yes,0.0572145,12.86534763,55.65641004,0.0053759,40.68814166,40.68814166,0,4.337248906,4.611420925,0.375081173,8.00898251,7.988792118,9.742433075,0.189878537,0.095981651,0.317674341,0.025932886,648.3221524,433.0348136,UNITED STATES,MPA
Fed Base,126670JV1,0,MBS - Alt-A,AFS,6345.047,68.478,Yes,0.0942711,8.923054392,67.9031548,0.005748452,36.47419812,36.47419812,0,6.166634617,6.43285113,0.658998793,9.668313786,9.152174772,5.305455178,0.170063387,0.094781746,0.244522826,0.075736158,1514.723152,598.1545602,UNITED STATES,MPA
Fed Base,25150PAB5,US25150PAB58,MBS - Alt-A,AFS,7722.88035,46.028,Yes,0.2984559,10.18366805,45.49521416,0.005327858,41.14641294,41.14641294,0,6.060984421,6.350611094,0.702346497,10.72986866,10.56947013,6.537630903,0.274090588,0.157015225,0.400420851,0.096039133,2304.939205,2304.939205,UNITED STATES,MPA
Fed Base,59020U2H7,US59020U2H71,MBS - First Mortgage,AFS,10363.78663,80.8057,Yes,0.0221137,7.962957422,80.11294113,0.006927589,71.79605115,71.79605115,0,6.508876247,6.763718776,0.691385692,9.687142243,8.965538937,4.936052281,0.048190868,0.032332329,0.121275578,0.005655455,229.1816684,229.1816684,UNITED STATES,MPA
Fed Base,25150PAA7,US25150PAA75,MBS - Alt-A,AFS,7722.88035,45.755,Yes,0.2984559,10.25078549,45.20447701,0.00550523,42.51623182,42.51623182,0,6.05677316,6.347800847,0.700821418,10.72986866,10.58077957,6.589943939,0.274090588,0.157015225,0.400420851,0.096039133,2304.939205,2304.939205,UNITED STATES,MPA
Fed Base,17309RAH5,US17309RAH57,MBS - Alt-A,AFS,32026.36457,58.236,Yes,0.0709364,9.662616498,57.7083608,0.005276392,168.9836538,168.9836538,0,6.665604898,6.977994826,0.756669793,10.84710798,10.34359401,6.321694748,0.251194612,0.114449391,0.273963659,0.050485222,2271.835008,2271.835008,UNITED STATES,MPA
Fed Base,93935YAB6,US93935YAB65,MBS - Alt-A,AFS,27092.62595,56.149,Yes,0.0626966,9.149333255,55.66967189,0.004793281,129.8625719,129.8625719,0,6.950426049,7.26408591,0.81379522,11.34520983,10.6295495,5.856902511,0.23966471,0.084970172,0.258306237,0.037747012,1698.615532,1698.615532,UNITED STATES,MPA
Fed Base,466284AC0,0,MBS - Alt-A,AFS,10725.51206,91.926,Yes,0.0468037,4.877053154,91.74571594,0.001802841,19.3363886,19.3363886,0,1.408467207,1.441828836,0.075730607,1.253568599,1.811403484,3.643194288,0.202702244,0.127605225,0.343865663,0.015618146,556.2090218,501.9936488,UNITED STATES,MPA
Fed Base,3622ECAC0,US3622ECAC08,MBS - Alt-A,AFS,17285.52746,52.244,Yes,0.2251952,8.767658274,51.74720963,0.004967904,85.87283582,85.87283582,0,5.971117963,6.216021386,0.667554444,9.547915332,9.395370404,5.266190181,0.316627092,0.150142711,0.396440468,0.161164982,3892.617813,3892.617813,UNITED STATES,MPA
Fed Base,93936AAB7,US93936AAB70,MBS - Alt-A,AFS,13938.87719,52.992,Yes,0.1045523,9.30990065,52.47550403,0.00516496,71.99373895,71.99373895,0,6.80417315,7.115990027,0.792952591,11.26245869,10.60229436,6.007280862,0.253944079,0.090159924,0.27869604,0.058293667,1457.34167,1457.34167,UNITED STATES,MPA
Fed Base,65537EAD6,US65537EAD67,MBS - Alt-A,AFS,13225.21106,53.328,Yes,0.1162075,11.99016412,52.73416935,0.005938307,78.5353568,78.5353568,0,4.8628695,5.148773184,0.467881212,8.830223552,8.754523375,8.746055914,0.315163389,0.169690104,0.447453135,0.16702137,5184.176295,1536.868714,UNITED STATES,MPA
Fed Base,55028EAC5,US55028EAC57,MBS - Option ARM,AFS,9229.67897,86.771,Yes,0.0997278,3.609601917,86.53238924,0.002386108,22.02300714,22.02300714,0,1.859962505,1.892152886,0.061630872,1.944877219,1.955499003,2.215328794,0.275308024,0.196979523,0.463127598,0.061363705,920.4555784,920.4555784,UNITED STATES,MPA
Fed Base,36245RAB5,US36245RAB50,MBS - Alt-A,AFS,19251.79016,59.055,Yes,0.0412954,9.791986777,58.50941093,0.005455891,105.0356629,105.0356629,0,5.560120746,5.81438744,0.591537341,9.338497084,9.13105523,6.245414088,0.054849183,0.178487062,0.445490212,0.02975561,795.0103754,795.0103754,UNITED STATES,MPA
Fed Base,59020U4S1,0,MBS - Prime Jumbo,AFS,8987.28817,100,Yes,0,4.820026624,99.1897622,0.008102378,72.81840595,72.81840595,0,7.245923574,7.416479649,0.844360328,9.413921933,8.893513477,4.707642104,0.021285311,0.02426709,0.116956279,0,0,0,UNITED STATES,MPA
Fed Base,41162GAA0,US41162GAA04,MBS - Alt-A,AFS,12913.86888,57.476,Yes,0.114836,10.57702372,56.8433474,0.006326526,81.69992723,81.69992723,0,5.089531032,5.353129299,0.502998001,8.65762253,8.574179762,7.369050514,0.244320957,0.147443647,0.410827813,0.081099925,3243.996986,1482.977047,UNITED STATES,MPA
Fed Base,41161PNQ2,US41161PNQ27,MBS - Option ARM,HTM,6987.96764,39.7436,Yes,0.0097483,20.6677805,39.56511252,0.001784875,12.47264734,12.47264734,0,3.356687696,3.701309136,0.256420179,8.743466381,9.259383409,17.28820518,0.09349917,0.056244911,0.292326421,0.001362416,68.12080495,68.12080495,UNITED STATES,MPA
Fed Base,12669GUY5,0,MBS - Option ARM,HTM,3981.39418,0.787,Yes,0,10000,6.4129998,0,0,0,0,0.003024202,0.154234277,3.54E-06,3.526695101,3.772686764,9638.426249,0.038318016,0.058045815,0.683149035,0,0,0,UNITED STATES,MPA
Fed Base,12668AUP8,US12668AUP82,MBS - Alt-A,AFS,30605.08696,76.414,Yes,0.1508511,5.234555526,75.89743306,0.005165669,158.0957612,158.0957612,0,5.991255365,6.144664924,0.624065855,7.593938783,7.532070651,2.210185425,0.028254184,0.088922273,0.224700292,0.082977968,7188.667366,4616.811034,UNITED STATES,MPA
Fed Base,02150GBM9,US02150GBM96,MBS - Alt-A,AFS,31688.13042,38.631,Yes,0.2639388,40.78431606,38.62868402,2.32E-05,0.733890763,0.733890763,0,1.33226389,1.561639708,0.039936285,2.526085879,2.491802711,31.15594052,0.183201334,0.144253663,0.371865065,0.110372443,8364.594198,8363.727117,UNITED STATES,MPA
Fed Base,05948KK32,0,MBS - Alt-A,AFS,23711.52395,60.763,Yes,0.1109069,10.28570211,60.89327343,0,0,0,0,4.927700235,5.164794468,0.460417806,7.624108224,7.344196636,6.868764292,0.03050546,0.090057617,0.180563507,0.060564153,4096.940857,2629.771616,UNITED STATES,MPA
Fed Base,74927XAA0,US74927XAA00,MBS - Alt-A,AFS,31745.62007,51.144,Yes,0.8184743,3.612833424,49.82041092,0.013235891,420.1815606,420.1815606,0,6.702212148,6.810043927,0.783584578,2.149635213,7.871916662,0.220033601,0.023476666,0.080098077,0.217631852,0.420214222,32090.49951,25982.97416,UNITED STATES,MPA
Fed Base,94984TAA7,US94984TAA79,MBS - Alt-A,AFS,24228.28153,51.909,Yes,0.1365735,13.4628864,51.50251245,0.004064876,98.484948,98.484948,0,3.937499897,4.198602305,0.333539736,7.638515275,7.719258838,10.38034826,0.045909982,0.135793342,0.351202241,0.141993413,9527.11905,3308.941208,UNITED STATES,MPA
Fed Base,12667GFZ1,0,MBS - First Mortgage,AFS,17188.10377,43.255,Yes,0.0637659,22.22804594,43.77039382,0,0,0,0,2.901566595,3.203592499,0.183243448,6.787633324,6.623781696,17.98057844,0.016676986,0.061453301,0.175559345,0.012476803,1211.002532,1096.014906,UNITED STATES,MPA
Fed Base,02150HAA4,US02150HAA41,MBS - First Mortgage,AFS,19774.97985,47.798,Yes,0.1243655,15.60971317,47.63811775,0.001598823,31.61668272,31.61668272,0,3.814219092,4.086678118,0.299842971,7.304003838,7.225955594,11.59332523,0.042756558,0.099413266,0.271403599,0.145131562,7256.578124,2459.325257,UNITED STATES,MPA
Fed Base,59020UW27,US59020UW273,MBS - First Mortgage,AFS,9948.03075,83.049,Yes,0.0849163,6.88734289,82.71549683,0.003335032,33.1769979,33.1769979,0,7.349321992,7.600398832,0.847686985,10.70738548,9.736504744,3.871910647,0.08602047,0.043648695,0.121210472,0.033789999,844.7499636,844.7499636,UNITED STATES,MPA
Fed Base,74161YAR6,US74161YAR62,MBS - Prime Jumbo,AFS,15597.34118,60.311,Yes,0.5578249,4.630526301,59.3793468,0.009316532,145.3131282,145.3131282,0,6.512477434,6.655425878,0.767341861,7.196909676,8.225937294,1.405999595,0.14849805,0.067893334,0.190381477,0.217107211,10500.39028,8700.585284,UNITED STATES,MPA
Fed Base,52521RAQ4,US52521RAQ48,MBS - Alt-A,AFS,20408.74964,43.05,Yes,0.7792263,6.962363589,41.98186658,0.010681334,217.9926755,217.9926755,0,4.859436671,5.015886488,0.466223723,1.912722247,6.689175372,3.657387141,0.031063318,0.100848272,0.244474434,0.284114851,16026.72472,15903.03447,UNITED STATES,MPA
Fed Base,02149JAW6,US02149JAW62,MBS - Alt-A,AFS,16551.87121,30.037,Yes,0.4288484,33.9362758,29.76625878,0.002707412,44.81273805,44.81273805,0,1.936054444,2.22841419,0.087583437,3.709913398,5.810940323,26.92674523,0.041836234,0.137286909,0.417329248,0.241878011,12093.90044,7098.243485,UNITED STATES,MPA
Fed Base,17310SAB3,US17310SAB34,MBS - First Mortgage,AFS,15179.59655,49.832,Yes,0.1031457,13.97315565,49.64789757,0.001841024,27.94600611,27.94600611,0,4.313387735,4.593842855,0.375628784,8.165658025,7.951523512,10.24049129,0.024088401,0.08849718,0.253218393,0.031594086,1588.276288,1565.710112,UNITED STATES,MPA
Fed Base,52521LAE4,US52521LAE48,MBS - First Mortgage,AFS,21426.75612,46.044,Yes,0.1820491,12.85744512,45.62659664,0.004174034,89.43599998,89.43599998,0,4.115932822,4.375958266,0.362972995,8.193234751,8.169203743,9.756194549,0.035227651,0.094981144,0.284228706,0.078699664,3987.607177,3900.721668,UNITED STATES,MPA
Fed Base,32053GAA1,US32053GAA13,MBS - Alt-A,AFS,17559.53895,56.761,Yes,0.4593269,8.112025681,55.93905002,0.0082195,144.3306269,144.3306269,0,5.689452694,5.896274564,0.590827151,5.50912511,7.775639472,4.459221717,0.035082718,0.113118199,0.266515726,0.296132763,14806.63817,8065.568591,UNITED STATES,MPA
Fed Base,74927WAG9,US74927WAG96,MBS - Alt-A,AFS,20017.05972,42.204,Yes,0.6157325,12.25674769,41.59816698,0.00605833,121.2699574,121.2699574,0,4.186618303,4.435910008,0.34743312,3.765033377,7.233205149,9.090125943,0.04597577,0.146756581,0.346714499,0.333161944,16658.09718,12325.15422,UNITED STATES,MPA
